stöð,ár,mán,t,tx,txx,txxD1,tn,tnn,tnnD1,rh,r,rx,rxD1,p,n,sun,f
1,1988,5,7.5,10.8,18.8,15,4.4,0.2,9,75,98,16.8,5,1011.5,5.4,202.3,5.9
1,1988,6,8.2,10.4,14.2,30,6.2,3,21,85,51.2,13.7,18,1011.6,7.2,72.2,6.1
1,1988,7,11.1,14.2,17.8,24,8.6,5.2,27,77,30.8,13.2,16,1006.3,6.1,205.7,4.4
1,1988,8,10.7,13.6,16.4,19,8.3,4.6,30,80,41.7,15.4,5,1001.7,6.2,143,5.1
1,1988,9,6.9,9.6,14,2,4.6,-2.1,29,78,32.9,8.8,18,1004.7,5.6,118.6,5.3
1,1988,10,4.5,7.2,12.6,20,2.1,-5.8,28,78,108.4,26.3,18,1008.9,5.8,82.9,5.6
1,1988,11,3.5,5.4,9,10,1.6,-6.3,17,82,71.4,14.3,3,1007.7,6.4,23.1,5.4
1,1988,12,0.8,3.5,9.7,14,-1.9,-11.6,24,80,114.2,11.2,7,998.1,6,5.5,7.2
1,1989,1,0,2.9,8.5,3,-2.6,-9,22,83,145.4,18,24,987.5,6.8,2,7.7
1,1989,2,-3,0.1,6.3,1,-5.9,-13,16,76,101.4,16.6,11,986.1,6.2,38.7,7.4
1,1989,3,-1,1.7,6.1,31,-3.9,-11.9,1,78,73.5,15.4,31,988.2,5.5,139.6,5.2
1,1989,4,1.5,4,10,30,-1,-6,24,75,121.9,48.2,1,1009,5.5,189.5,4.9
1,1989,5,4.8,7.3,10.5,31,2.3,-1.7,9,77,126,26.7,27,1008,6.1,191.4,6.1
1,1989,6,8.7,11.5,15.6,11,6.2,3.5,26,76,40.3,6.2,21,1011,6,181.8,5.5
1,1989,7,9.6,11.7,15.3,16,7.8,5.5,4,85,72.9,13.8,26,1010.9,7.1,77.7,5.5
1,1989,8,10,12.8,15.6,11,7.6,4.7,27,80,71.4,20.7,30,999.5,6,153.1,5.3
1,1989,9,7,9.3,11.1,11,4.6,1,21,80,109.2,20.8,25,1001.4,6.4,98.9,6.5
1,1989,10,5.2,7.2,10.6,4,3.4,-3.2,26,80,61.1,9.4,31,999,6.5,59.1,6.1
1,1989,11,2.2,3.9,9.4,15,0.2,-7.5,19,82,77.5,15.9,30,1008.4,5.7,44.9,4.8
1,1989,12,0.5,2.5,9.6,1,-2.1,-11.8,20,76,62.9,15.4,2,1003.5,5.4,18.4,6.8
1,1990,1,0.4,2.6,7.9,1,-1.7,-7.5,20,79,89.8,22.3,9,981,6.3,6.1,6.8
1,1990,2,-1.6,0.6,4.4,1,-3.5,-11.8,28,78,21.1,3.7,6,976.3,5.8,57.1,5.8
1,1990,3,-1.5,1.3,4.8,26,-4.5,-13.3,1,80,83.1,24.9,14,995.5,6.3,96.4,6.5
1,1990,4,0.4,3.2,7.7,30,-2.2,-11.8,3,76,47.6,9.2,14,1001.2,6.3,143.1,6.3
1,1990,5,7.2,9.7,15,31,4.8,0.8,4,81,75.2,23.5,13,1019.4,6.5,140.4,4.4
1,1990,6,9.8,12.7,16.5,19,7.2,3.6,27,76,43.9,10.4,21,1009.6,6,186.4,5.2
1,1990,7,11.6,14.5,20.4,27,9.2,5.3,9,78,48.6,8,8,1008.3,6.1,171.3,5.3
1,1990,8,11.1,13.6,17.2,12,8.8,5.6,23,83,65.7,10.5,30,1005.2,6.4,135.8,4.3
1,1990,9,6.6,9,12.9,9,4.3,0,21,80,118.8,33.9,13,1006,6.3,97.6,6
1,1990,10,5,7.1,11.1,25,3.1,-3,17,78,56.1,11,8,1000.2,6,77.6,5.6
1,1990,11,3.7,5.2,9.8,14,1.7,-5.3,2,82,69.6,15.5,22,1009.5,6.6,22.7,5.5
1,1990,12,-0.3,2.5,8.8,14,-3.3,-9.7,7,77,106.6,12.6,1,994.7,6.3,3.5,7.3
1,1991,1,1.1,3.6,8.8,28,-1.7,-11,20,78,130.5,21,14,994.6,6,19,8.2
1,1991,2,2.2,4.3,8.5,3,-0.2,-6.8,25,78,169.8,22.2,2,1002.8,6.1,60.8,8.1
1,1991,3,1.8,4.4,8.7,25,-0.7,-5.6,1,76,65.2,11.6,15,1005.2,5.8,93.9,6.2
1,1991,4,1.3,4,8.7,18,-1.3,-7.8,3,72,48.4,8.3,14,1007.3,5.8,171,5.9
1,1991,5,6.8,9.2,15.5,25,4.7,0.6,13,85,119.7,21.6,16,1017.9,7,109.3,5.4
1,1991,6,9.4,12.5,15.5,18,6.5,2.9,12,73,14.3,5.8,1,1013.3,4.7,294.6,4.1
1,1991,7,13,15.9,23.2,9,10.8,8.1,1,82,48.9,10.7,24,1010.2,6.4,169.5,4
1,1991,8,11,13.4,17.2,3,8.8,5.2,21,83,94.1,22.8,17,1001.4,6.3,145,5.5
1,1991,9,7.7,10.2,13.4,5,5.6,0.8,15,82,74.3,15.8,8,1006.6,5.9,110.1,4.9
1,1991,10,4.7,7,11,30,2.5,-3.3,16,79,83.3,21.7,28,1007.9,6,75.9,6.5
1,1991,11,0.2,2.2,6.7,21,-1.9,-10.1,17,78,93.4,19.8,21,995.6,6.3,21.5,5.7
1,1991,12,1.3,3.6,8.9,30,-1.5,-10.9,21,81,153.2,24.8,27,1001.1,6.8,3.1,7.9
1,1992,1,2.5,5,9.3,19,-0.1,-10.5,4,84,131.7,17.5,21,1004,6.8,0.3,7.8
1,1992,2,0.1,3.1,8.5,6,-3,-9.2,11,77,109.8,18.5,17,989.3,6.6,27.6,8.4
1,1992,3,0.5,3.3,7.6,8,-1.9,-13.2,14,77,129.6,33.5,8,998.6,6.2,95.8,7.2
1,1992,4,2.6,5.2,9.1,23,0.1,-4.1,19,68,38.4,9,8,1005,5.8,147.3,6.6
1,1992,5,5.8,8.4,13.6,26,3.2,-5,10,77,75.7,16.5,29,1009.6,6.3,132.4,6.3
1,1992,6,7.8,10.3,14.7,30,5.5,3.6,23,80,79.6,18.3,9,1012.3,6.4,148.6,6.4
1,1992,7,9.9,13.1,17,18,7,2.7,23,79,33,6.7,6,1007.8,5.7,188.8,4.4
1,1992,8,9.9,12.6,17.5,23,7.6,2.4,26,78,41,12.7,15,1001.5,6.5,106.5,5.3
1,1992,9,6.8,9.7,16.8,29,4.2,0,3,78,56.6,9,18,1004.7,5.2,154.6,6.3
1,1992,10,4.3,6.7,12.9,1,2.3,-5,29,83,55.1,13.1,8,1013,5.7,80.8,5
1,1992,11,0.8,2.3,8.2,8,-1.4,-6.1,18,81,126.7,32.6,30,987.6,6,15.4,6.2
1,1992,12,-0.5,2.3,10.6,22,-2.9,-10.5,19,77,134.7,19.5,27,994.7,6,1,8.3
1,1993,1,-2.3,0.5,6.8,31,-5.6,-12.7,25,77,74.7,14.6,30,984.2,6.6,5,6.7
1,1993,2,0.7,3.3,7.4,11,-1.9,-10.6,5,81,99.9,11.4,12,1008.1,7.1,15.2,8.5
1,1993,3,1.3,3.9,8.5,12,-1,-8.7,24,80,93.3,17.3,7,996.2,6.7,58.7,6.8
1,1993,4,3.7,6.7,10,9,1.1,-2.8,22,71,32.8,5.7,24,1005.7,5.5,169.6,6.2
1,1993,5,5.4,8.5,11.7,12,2.6,-2.3,15,72,65.5,11.2,4,1019,5.9,202.7,6.5
1,1993,6,9.1,12.5,17.5,15,6.5,3,1,76,33.3,19,26,1011.8,6.2,136.4,4.8
1,1993,7,10.1,13.6,19.7,26,7.5,4.7,10,75,28.9,12.8,5,1012.1,5.6,228.4,4.7
1,1993,8,9.3,12.3,15.1,4,7.1,3.4,14,81,58.9,15.9,6,1009.7,6,172.5,4.8
1,1993,9,9.1,12.1,15.3,2,6.9,2,16,85,80.1,19.6,11,1010.9,6.4,76.8,4.2
1,1993,10,4.8,7.3,12.4,1,2.3,-7.5,15,79,37.3,6.5,29,1018.9,5.7,88.3,5.8
1,1993,11,3.5,6.3,10.6,2,1.2,-3.6,13,82,259.7,35.2,20,991.7,6.7,5.7,9
1,1993,12,-1.6,1.1,7.4,29,-3.9,-12,22,73,72,17.5,20,993,5.6,11.3,6
1,1994,1,-1.7,0.9,8.7,11,-4.4,-11.9,28,70,42.7,15.1,18,995.2,5.1,15.8,7
1,1994,2,1,3.5,7.9,19,-1,-7.8,26,76,139.2,24,19,1003.2,5.9,71.6,6.5
1,1994,3,-1.4,1.8,8,27,-3.6,-12.1,20,77,76.4,18,22,985.7,5.8,114.5,5.8
1,1994,4,1.6,5.1,8.4,30,-1.2,-5.7,25,71,31.8,8,11,1007.3,4.8,214.3,5.5
1,1994,5,6.9,10,14.2,13,4.1,0.3,13,77,67,35.9,30,1013.8,5.7,211.9,4.3
1,1994,6,8,11.1,14,28,5.3,1.3,2,75,46.8,15.1,10,1003.3,5.7,209.5,4.8
1,1994,7,12,14.6,18.3,6,10,8,1,81,52.9,16.4,16,1004.8,6.5,131,4.4
1,1994,8,10.6,13.4,16.8,5,8.1,2.1,23,84,29.6,9.2,26,1010.8,5.9,163.4,4
1,1994,9,7,10,14.1,6,4.3,-2.2,30,75,43.5,9.4,25,1009.4,5.2,167.7,5.1
1,1994,10,3.6,6,10.4,5,1.4,-4.5,16,80,49.3,9.8,31,1006.2,5.9,75.9,4
1,1994,11,2.4,4.8,10.5,26,-0.4,-5.8,1,76,77,19.6,19,997.9,5.1,61.4,6.3
1,1994,12,-1,1.9,9.6,2,-3.5,-9.5,31,76,78.8,13.4,22,990.5,5.4,16.1,6.5
1,1995,1,-2,1,6.3,3,-4.3,-11,29,75,54.2,13.8,3,992,5.4,34,6.5
1,1995,2,-2,0.9,5.2,21,-4.4,-13,8,74,33.8,12.9,3,988.8,4.9,96.7,5.5
1,1995,3,-2,1,8.2,30,-4.8,-9.3,3,73,35.8,9.2,12,998.2,5,149.3,6.7
1,1995,4,1.5,4.3,8.5,24,-0.8,-8.7,4,73,32.4,7.4,9,1018.9,5.8,146.8,6
1,1995,5,6.7,9.8,13.4,23,3.9,-1.6,14,76,20.7,4.5,5,1014.8,5.3,216,3.8
1,1995,6,9,11.5,14.9,8,6.9,2.6,4,84,38.1,7.9,17,1016,6.9,109.8,4.7
1,1995,7,10.4,13.8,20.5,3,7.9,4.3,7,78,50.4,13.7,26,1008.4,5.8,216.5,5.3
1,1995,8,10.5,12.7,15.1,8,8.8,6.1,18,86,95,12.1,4,1009.2,7.2,74.8,5.2
1,1995,9,7.9,10.4,13.3,11,6,-1.5,27,81,51.7,13.5,11,1009.5,6.1,103.8,5.4
1,1995,10,3.7,6.2,11.8,2,1.4,-3.7,30,78,55.9,12.2,19,999.2,5.8,99.3,4.8
1,1995,11,1.8,3.6,10.5,6,-0.2,-7.9,26,81,17.5,3.6,7,1017.9,5.8,46.6,4.7
1,1995,12,-0.1,2.5,10.6,3,-2.3,-12.9,22,79,138.1,28.6,8,1013.9,5.4,15.9,6.1
1,1996,1,2.2,4.5,7.6,17,-0.1,-6,27,78,69.8,27.4,18,1002.1,6.2,23.3,5.5
1,1996,2,-0.7,2.2,7.3,20,-3.2,-10.2,27,79,102.7,25.5,4,1003.8,6.3,60.6,6.3
1,1996,3,2.6,5.3,7.6,7,0.5,-7,20,80,97.8,19.3,10,1015.8,6.4,96.5,5.6
1,1996,4,4.4,7.5,10.6,15,2,-3.3,4,74,65.3,17.1,7,1009.2,5.9,167.5,5.7
1,1996,5,7.2,10.4,15.5,13,4.6,-1.5,7,75,48.4,8.1,30,1017,6.1,202.9,4.4
1,1996,6,9.8,12.7,14.7,24,7.3,3.1,2,77,55.3,28.3,16,1009.9,6.4,154.7,4.8
1,1996,7,10.9,13.5,17.4,31,8.4,6,26,80,39,9.5,13,1007.7,5.9,193.8,4.7
1,1996,8,10.3,13.2,17,22,8.1,2,25,82,56.6,15.5,15,1007.4,5.9,149.6,4.8
1,1996,9,10.4,12.8,15.6,17,9,3.9,30,88,81.7,13.2,1,1006.5,7,55.3,5.8
1,1996,10,4.4,7.5,12.6,2,2.2,-5.7,30,76,49.7,10,7,996,5.6,103.2,5.8
1,1996,11,-1.9,0.8,7.8,14,-4.4,-10.1,23,70,59.7,20.8,13,1007.8,4.3,79.2,5.6
1,1996,12,0.5,2.6,8.9,29,-1.6,-8.8,12,78,42.9,10.5,9,1013.3,6,7.1,5.3
